"x"
"INHBA"
"WNT5B"
"NRG1"
"NRG2"
"NRG3"
"NRG4"
"VEGFC"
"EDA"
"SPP1"
"PTN"
"HGF"
"NTF3"
"SEMA3C"
"SEMA3D"
"SEMA3E"
"SLIT2"
"COL4A1"
"COL4A2"
"COL4A5"
"COL4A6"
"COL6A6"
"FN1"
"LAMA1"
"LAMA2"
"LAMA3"
"LAMB1"
"LAMB2"
"TNC"
"RELN"
"CD46"
"CDH4"
"DSC2"
"DSC3"
"EFNA5"
"NCAM1"
"NCAM2"
"NECTIN3"
"NEGR1"
"LRRC4C"
"JAG1"
"NRXN3"
"OCLN"
"SEMA4D"
"SEMA5A"
"SEMA6D"
"SEMA6A"
"CDH3"
"PCDHA3"
"FLRT2"
"TENM2"
"TENM4"
"NTN1"
"NTN4"
"CD200"
"INHA"
"NPNT"
"ALDH1A1"
"DHCR24"
"LIPA"
"UBASH3B"
"ITGA9"
"ITGAV"
"INHBB"
"FRAS1"
"ITGB1"
"ITGB5"
"FLRT1"
"FLRT3"
"FREM2"
"ACVR2A"
"FZD3"
"FZD6"
"ERBB3"
"ERBB4"
"FLT4"
"KDR"
"EDAR"
"PTPRZ1"
"SDC2"
"SDC4"
"ALK"
"MET"
"NTRK2"
"NTRK3"
"PLXND1"
"ROBO1"
"ROBO2"
"CD44"
"SV2B"
"SV2C"
"DAG1"
"LRP8"
"VLDLR"
"RORB"
"RORA"
"ESR1"
"PPARA"
"JAG1"
"CDH4"
"DSG2"
"EPHA3"
"EPHA4"
"EPHA7"
"EPHB2"
"FGFR1"
"NCAM1"
"NCAM2"
"L1CAM"
"NECTIN1"
"NECTIN2"
"NEGR1"
"NTNG1"
"NOTCH1"
"NOTCH2"
"NLGN1"
"OCLN"
"PLXNB3"
"PLXNA3"
"PLXNA1"
"PLXNA2"
"PLXNA4"
"VCAM1"
"CDH3"
"PCDHA3"
"ADGRB1"
"ADGRG6"
"ADGRL1"
"ADGRL2"
"ADGRL3"
"FLRT2"
"UNC5A"
"UNC5B"
"UNC5C"
"UNC5D"
"CLSTN1"
"CLSTN2"
"CLSTN3"
"PTPRF"
"LRRTM4"
"DCC"
"DSCAM"
"CD200R1"
"ACVR1B"
"ACVR1C"
"ERBB2"
"ITGAV"
"ITGA4"
"ITGA9"
"ITGA8"
"NRP1"
"NRP2"
"ITGA2"
"ITGA6"
"ITGA11"
"ACVR2B"
"ITGB3"
"ITGB1"
"ITGB5"
"ITGB8"
