"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Myoid","Fibroblast","IGF1","IGF1R",3.1916792126661e-05,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"Fibroblast","Fibroblast","IGF1","IGF1R",0.000105684586320733,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"Spermatocyte","SSC","E2-CYP19A1","ESR2",0.000197341680397514,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Sertoli","SSC","E2-CYP19A1","ESR2",7.07645855043757e-05,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Leydig","SSC","E2-CYP19A1","ESR2",1.89644321062325e-05,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Spermatocyte","Spermatocyte","E2-CYP19A1","ESR2",0.000609192726040067,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Sertoli","Spermatocyte","E2-CYP19A1","ESR2",0.000217705291413038,0.01,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Leydig","Spermatocyte","E2-CYP19A1","ESR2",5.83951199950029e-05,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Spermatocyte","Sertoli","E2-CYP19A1","ESR2",0.00131362491426852,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"Leydig","Sertoli","E2-CYP19A1","ESR2",0.000125455623986009,0,"Estradiol-E2-CYP19A1_ESR2","E2-CYP19A1 - ESR2","Estradiol","Non-protein Signaling","HMRbase"
"SSC","Myoid","PDGFC","PDGFRA",2.91066804075102e-05,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Sertoli","Myoid","PDGFC","PDGFRA",0.000939911660993842,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"SSC","Fibroblast","PDGFC","PDGFRA",3.91842131262155e-05,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Sertoli","Fibroblast","PDGFC","PDGFRA",0.00126839267020282,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"SSC","SSC","NRXN1","NLGN1",3.15142022940441e-05,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatocyte","SSC","NRXN1","NLGN1",4.62370430434387e-05,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatid","SSC","NRXN1","NLGN1",1.72943132803716e-05,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"SSC","Myoid","NRXN1","NLGN1",6.87665782654057e-05,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatocyte","Myoid","NRXN1","NLGN1",0.000101863801634057,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatid","Myoid","NRXN1","NLGN1",3.81480190905863e-05,0,"NRXN1_NLGN1","NRXN1 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatid","SSC","NRXN3","NLGN1",6.06064766049939e-06,0,"NRXN3_NLGN1","NRXN3 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatid","Myoid","NRXN3","NLGN1",1.34140717053721e-05,0,"NRXN3_NLGN1","NRXN3 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514"
"SSC","Sertoli","NRXN1","CLSTN1",0.00023636287664866,0,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"Spermatocyte","Sertoli","NRXN1","CLSTN1",0.000345872627109999,0,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"Spermatid","Sertoli","NRXN1","CLSTN1",0.000129324823335733,0,"NRXN1_CLSTN1","NRXN1 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"Spermatid","Sertoli","NRXN3","CLSTN1",4.52788533162111e-05,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929"
"SSC","Sertoli","NRXN1","DAG1",0.000305131985464839,0,"NRXN1_DAG1","NRXN1 - DAG1","NRXN","Cell-Cell Contact","PMID: 21628410"
"Spermatocyte","Sertoli","NRXN1","DAG1",0.00044728171056003,0,"NRXN1_DAG1","NRXN1 - DAG1","NRXN","Cell-Cell Contact","PMID: 21628410"
"Spermatid","Sertoli","NRXN1","DAG1",0.000167280043911766,0,"NRXN1_DAG1","NRXN1 - DAG1","NRXN","Cell-Cell Contact","PMID: 21628410"
"Sertoli","Sertoli","PROS1","AXL",0.000532674248372194,0,"PROS1_AXL","PROS1 - AXL","PROS","Secreted Signaling","PMID: 29531161"
"Sertoli","Sertoli","PROS1","TYRO3",0.00038961700541604,0,"PROS1_TYRO3","PROS1 - TYRO3","PROS","Secreted Signaling","PMID: 30501104"
"Sertoli","Sertoli","PROS1","MERTK",0.000724717112549233,0,"PROS1_MERTK","PROS1 - MERTK","PROS","Secreted Signaling","PMID: 34631419"
"Leydig","Sertoli","BMP6","ACVR1_BMPR2",0.000136451287443524,0,"BMP6_ACVR1_BMPR2","BMP6 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","SSC","BMP6","BMPR1A_ACVR2A",1.99319372065062e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatocyte","BMP6","BMPR1A_ACVR2A",3.61614592952703e-05,0,"BMP6_BMPR1A_ACVR2A","BMP6 - (BMPR1A+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","SSC","BMP6","BMPR1A_BMPR2",4.63666624106225e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatocyte","BMP6","BMPR1A_BMPR2",6.57210264415211e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatid","BMP6","BMPR1A_BMPR2",1.10336688339092e-05,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Sertoli","BMP6","BMPR1A_BMPR2",0.000653541652704386,0,"BMP6_BMPR1A_BMPR2","BMP6 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","SSC","BMP6","BMPR1B_ACVR2A",2.20103482715165e-05,0,"BMP6_BMPR1B_ACVR2A","BMP6 - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatocyte","BMP6","BMPR1B_ACVR2A",4.52170902302585e-05,0,"BMP6_BMPR1B_ACVR2A","BMP6 - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","SSC","BMP6","BMPR1B_BMPR2",5.11378126620898e-05,0,"BMP6_BMPR1B_BMPR2","BMP6 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatocyte","BMP6","BMPR1B_BMPR2",8.21042087622147e-05,0,"BMP6_BMPR1B_BMPR2","BMP6 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Leydig","Spermatid","BMP6","BMPR1B_BMPR2",2.60247849717164e-05,0,"BMP6_BMPR1B_BMPR2","BMP6 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Sertoli","Sertoli","CLDN11","CLDN11",0.00117696924036361,0,"CLDN11_CLDN11","CLDN11 - CLDN11","CLDN","Cell-Cell Contact","KEGG: hsa04514"
"Spermatocyte","Spermatocyte","PCDHA3","PCDHA3",0.000275824060434768,0,"PCDHA3_PCDHA3","PCDHA3 - PCDHA3","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Spermatid","Spermatocyte","PCDHA3","PCDHA3",0.000127501427371905,0,"PCDHA3_PCDHA3","PCDHA3 - PCDHA3","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Spermatocyte","Spermatid","PCDHA3","PCDHA3",0.000127501427371905,0,"PCDHA3_PCDHA3","PCDHA3 - PCDHA3","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Spermatid","Spermatid","PCDHA3","PCDHA3",5.8938344320441e-05,0,"PCDHA3_PCDHA3","PCDHA3 - PCDHA3","PCDH","Cell-Cell Contact","PMID: 35253643; PMID: 32694982"
"Spermatocyte","Spermatocyte","ENTPD1","TMIGD3",0.000248050135264063,0,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"Spermatid","Spermatocyte","ENTPD1","TMIGD3",0.000184224957726322,0,"ENTPD1_TMIGD3","ENTPD1 - TMIGD3","CD39","Cell-Cell Contact","PMID: 21677139"
"SSC","Spermatocyte","EFNA5","EPHA7",1.00044858471764e-05,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"SSC","Sertoli","EFNA5","EPHA7",0.00036133660640865,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347"
"Leydig","SSC","Androstenedione-CYP17A1","AR",1.24563400163141e-05,0,"ANDROSTENEDIONE-CYP17A1_AR","ANDROSTENEDIONE-CYP17A1 - AR","Androstenedione","Non-protein Signaling","HMRbase;reactome"
"Leydig","Sertoli","Androstenedione-CYP17A1","AR",0.000250565643967173,0,"ANDROSTENEDIONE-CYP17A1_AR","ANDROSTENEDIONE-CYP17A1 - AR","Androstenedione","Non-protein Signaling","HMRbase;reactome"
"SSC","Sertoli","RELN","LRP8",0.000102859386769558,0,"RELN_LRP8","RELN - LRP8","RELN","ECM-Receptor","PMID: 14578885"
"Spermatocyte","SSC","TNXB","ITGA8_ITGB1",1.48901321583423e-05,0,"TNXB_ITGA8_ITGB1","TNXB - (ITGA8+ITGB1)","TENASCIN","ECM-Receptor","KEGG: hsa04512"
"SSC","SSC","GJC1","GJC1",3.99198845927204e-06,0,"GJC1_GJC1","GJC1 - GJC1","GAP","Cell-Cell Contact","PMID: 32532966;PMID: 15094344"
