"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence","datasets","ligand.logFC","ligand.pct.1","ligand.pct.2","ligand.pvalues","receptor.logFC","receptor.pct.1","receptor.pct.2","receptor.pvalues"
"Sertoli","SSC","LAMA2","ITGA9_ITGB1",0.000566198000060593,0,"LAMA2_ITGA9_ITGB1","LAMA2 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",1.40330661825157,73.4778982485405,24.8869187624389,0,0.146248529994838,37.1069182389937,26.9549763033175,4.50752038493358e-07
"SSC","SSC","LAMA3","ITGA9_ITGB1",2.0426507652896e-06,0,"LAMA3_ITGA9_ITGB1","LAMA3 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",0.192430743844318,25.2830188679245,12.2037914691943,1.28062443614045e-16,0.146248529994838,37.1069182389937,26.9549763033175,4.50752038493358e-07
"Sertoli","SSC","LAMB1","ITGA9_ITGB1",0.000392997733317947,0,"LAMB1_ITGA9_ITGB1","LAMB1 - (ITGA9+ITGB1)","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",1.02100674908116,59.1187100361412,12.6108196128098,0,0.146248529994838,37.1069182389937,26.9549763033175,4.50752038493358e-07
"Sertoli","Sertoli","LAMA1","DAG1",0.0320487252294739,0,"LAMA1_DAG1","LAMA1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",0.051057251023209,92.4288759151144,98.6701646462819,2.72195336298691e-186,0.150205367621251,46.1356686127328,55.192690428804,4.77340336803622e-18
"Sertoli","Sertoli","LAMA2","DAG1",0.0193934573295766,0,"LAMA2_DAG1","LAMA2 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",1.40330661825157,73.4778982485405,24.8869187624389,0,0.150205367621251,46.1356686127328,55.192690428804,4.77340336803622e-18
"Sertoli","Sertoli","LAMB1","DAG1",0.0134871944290326,0,"LAMB1_DAG1","LAMB1 - DAG1","LAMININ","ECM-Receptor","KEGG: hsa04512","Crypto",1.02100674908116,59.1187100361412,12.6108196128098,0,0.150205367621251,46.1356686127328,55.192690428804,4.77340336803622e-18
"Sertoli","SSC","CD46","JAG1",4.14904799630992e-05,0,"CD46_JAG1","CD46 - JAG1","CD46","Cell-Cell Contact","PMID: 23086448","Crypto",0.14615389351486,28.834213696599,29.5910982449792,1.26010360486376e-11,0.0804018754995465,30.188679245283,24.1706161137441,0.00223614392372258
"SSC","SSC","CDH4","CDH4",6.85099763259073e-06,0,"CDH4_CDH4","CDH4 - CDH4","CDH","Cell-Cell Contact","KEGG: hsa04514","Crypto",0.467565663336781,47.9245283018868,20.675355450237,5.83142564122823e-47,0.467565663336781,47.9245283018868,20.675355450237,5.83142564122823e-47
"SSC","Sertoli","EFNA5","EPHA7",0.00102246423980748,0,"EFNA5_EPHA7","EFNA5 - EPHA7","EPHA","Cell-Cell Contact","PMID: 15114347","Crypto",0.985367340250768,81.7610062893082,46.2085308056872,1.29512854973213e-89,-0.486338395396987,48.6423871744973,83.4358603220554,0
"Sertoli","SSC","NCAM1","FGFR1",0.000365662528384587,0.01,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257","Crypto",0.201110601601208,75.3776295060699,87.009227428985,5.84208060775404e-216,0.103422463130413,25.1572327044025,17.7132701421801,1.30792789737565e-05
"Sertoli","Sertoli","NCAM1","FGFR1",0.0108327320756658,0,"NCAM1_FGFR1","NCAM1 - FGFR1","NCAM","Cell-Cell Contact","PMID: 12791257","Crypto",0.201110601601208,75.3776295060699,87.009227428985,5.84208060775404e-216,0.335698492637257,30.8034473172088,7.54478017007418,0
"Sertoli","Sertoli","NCAM1","NCAM1",0.0996232264747352,0,"NCAM1_NCAM1","NCAM1 - NCAM1","NCAM","Cell-Cell Contact","KEGG: hsa04514","Crypto",0.201110601601208,75.3776295060699,87.009227428985,5.84208060775404e-216,0.201110601601208,75.3776295060699,87.009227428985,5.84208060775404e-216
"Sertoli","Sertoli","NECTIN3","NECTIN2",0.000919259109136516,0,"NECTIN3_NECTIN2","NECTIN3 - NECTIN2","NECTIN","Cell-Cell Contact","PMID: 23027581","Crypto",0.569540137858932,44.546381243629,13.8863759724986,0,-0.0553820504308611,26.4989342970994,45.1782160303962,3.21342227435669e-146
"SSC","SSC","LRRC4C","NTNG1",6.12553166858378e-06,0,"LRRC4C_NTNG1","LRRC4C - NTNG1","NGL","Cell-Cell Contact","KEGG: hsa04514","Crypto",0.57852378117528,47.6729559748428,16.7061611374408,5.90616708011634e-66,NA,NA,NA,NA
"SSC","SSC","JAG1","NOTCH2",3.39318506189375e-06,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","Crypto",0.0804018754995465,30.188679245283,24.1706161137441,0.00223614392372258,0.361427184753041,42.8930817610063,19.4905213270142,9.64899401145275e-39
"SSC","Sertoli","JAG1","NOTCH2",0.000305206849864932,0,"JAG1_NOTCH2","JAG1 - NOTCH2","NOTCH","Cell-Cell Contact","PMID: 22353464","Crypto",0.0804018754995465,30.188679245283,24.1706161137441,0.00223614392372258,0.0554265034105313,59.5496246872394,76.6690790664013,1.07584835469241e-25
"SSC","SSC","NRXN3","NLGN1",6.67976310930831e-06,0,"NRXN3_NLGN1","NRXN3 - NLGN1","NRXN","Cell-Cell Contact","KEGG: hsa04514","Crypto",0.354949047835707,37.8616352201258,20.4383886255924,1.0050512223575e-23,0.183366163708637,49.559748427673,41.5284360189574,1.52424616011566e-05
"SSC","SSC","SEMA6A","PLXNA2",3.52437778074047e-06,0,"SEMA6A_PLXNA2","SEMA6A - PLXNA2","SEMA6","Cell-Cell Contact","PMID: 27533782","Crypto",0.086740790959596,30.5660377358491,25.1184834123223,0.0027394857616673,0.318467860982019,39.748427672956,19.2535545023697,7.04314633066247e-30
"Sertoli","SSC","TENM4","ADGRL2",0.000947166141043094,0,"TENM4_ADGRL2","TENM4 - ADGRL2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405","Crypto",1.31324601677943,83.6252432582708,59.5621494481636,0,0.27947990375139,43.0188679245283,25.2962085308057,5.7864618746678e-19
"Sertoli","Sertoli","TENM4","ADGRL2",0.0247051127219129,0,"TENM4_ADGRL2","TENM4 - ADGRL2","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405","Crypto",1.31324601677943,83.6252432582708,59.5621494481636,0,0.181244429133263,41.1453989435641,38.6195042518545,1.27885057554899e-45
"Sertoli","Sertoli","TENM4","ADGRL3",0.200709036312093,0,"TENM4_ADGRL3","TENM4 - ADGRL3","ADGRL","Cell-Cell Contact","PMID: 25728924;PMID: 34022279;PMID: 27091502;PMID: 35907405","Crypto",1.31324601677943,83.6252432582708,59.5621494481636,0,0.441927815945921,96.0059308683162,98.9867921114529,0
"SSC","SSC","NRXN3","CLSTN1",3.95006111093137e-06,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929","Crypto",0.354949047835707,37.8616352201258,20.4383886255924,1.0050512223575e-23,-0.0683409125737755,31.0691823899371,35.3672985781991,0.0239685032711132
"SSC","Sertoli","NRXN3","CLSTN1",0.000128504842113004,0,"Q9HDB5_CLSTN1","NRXN3 - CLSTN1","NRXN","Cell-Cell Contact","PMID: 32434929","Crypto",0.354949047835707,37.8616352201258,20.4383886255924,1.0050512223575e-23,0.160560104160117,41.529978685942,47.7021892527592,2.86059461428759e-16
"SSC","SSC","NRXN3","CLSTN2",1.49240291695568e-05,0,"Q9HDB5_CLSTN2","NRXN3 - CLSTN2","NRXN","Cell-Cell Contact","PMID: 32434929","Crypto",0.354949047835707,37.8616352201258,20.4383886255924,1.0050512223575e-23,0.55336219143594,54.5911949685535,26.6587677725118,2.34409143719914e-48
"SSC","Sertoli","NRXN3","CLSTN2",3.79181389549649e-05,0,"Q9HDB5_CLSTN2","NRXN3 - CLSTN2","NRXN","Cell-Cell Contact","PMID: 32434929","Crypto",0.354949047835707,37.8616352201258,20.4383886255924,1.0050512223575e-23,0.127363051731538,25.5351681957187,32.0065134792835,0.000409650597805331
"SSC","SSC","NTN1","DSCAM",7.02316533186289e-06,0,"NTN1_DSCAM","NTN1 - DSCAM","Netrin","Cell-Cell Contact","PMID:18585357;PMID: 22685302","Crypto",0.334718563201135,48.1761006289308,28.4952606635071,1.08013438101908e-24,0.445444367094079,49.937106918239,26.8957345971564,1.47365953454141e-33
"SSC","SSC","NTN1","UNC5C",1.62549251654259e-05,0,"NTN1_UNC5C","NTN1 - UNC5C","Netrin","Cell-Cell Contact","PMID: 22685302","Crypto",0.334718563201135,48.1761006289308,28.4952606635071,1.08013438101908e-24,NA,NA,NA,NA
"Sertoli","SSC","NTN4","UNC5D",0.000341773370777489,0,"NTN4_UNC5D","NTN4 - UNC5D","Netrin","Cell-Cell Contact","uniprot","Crypto",0.460625752379298,64.0116763969975,67.2335806043061,0,0.188547919487664,26.9182389937107,16.4099526066351,9.49340367114558e-11
