"interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","annotation","interaction_name_2","evidence","is_neurotransmitter","ligand.symbol","ligand.family","ligand.location","ligand.keyword","ligand.secreted_type","ligand.transmembrane","receptor.symbol","receptor.family","receptor.location","receptor.keyword","receptor.surfaceome_main","receptor.surfaceome_sub","receptor.adhesome","receptor.secreted_type","receptor.transmembrane","version"
"GDF7_BMPR1B_ACVR2B","BMP","GDF7","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","GDF7 - (BMPR1B+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"GDF7_BMPR1B_BMPR2","BMP","GDF7","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","GDF7 - (BMPR1B+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","GDF7","TGF-beta","Secreted","Signal, Reference proteome, Disulfide bond, Secreted, Growth factor, Cleavage on pair of basic residues, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_ACVR1_ACVR2A","BMP","BMP5","ACVR1_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (ACVR1+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR1, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_ACVR1_ACVR2B","BMP","BMP5","ACVR1_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (ACVR1+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR1, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing, Heterotaxy, Cell membrane","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_ACVR1_BMPR2","BMP","BMP5","ACVR1_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (ACVR1+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR2, ACVR1","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1A_ACVR2A","BMP","BMP5","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1A+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1A_ACVR2B","BMP","BMP5","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1A+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1A_BMPR2","BMP","BMP5","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1A+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1B_ACVR2A","BMP","BMP5","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1B+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1B_ACVR2B","BMP","BMP5","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1B+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP5_BMPR1B_BMPR2","BMP","BMP5","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP5 - (BMPR1B+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP5","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Alternative splicing, Chondrogenesis, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_ACVR1_ACVR2A","BMP","BMP6","ACVR1_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (ACVR1+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR1, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_ACVR1_ACVR2B","BMP","BMP6","ACVR1_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (ACVR1+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR1, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane","Membrane, Transmembrane, Kinase, ATP-binding, Receptor, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disulfide bond, Alternative splicing, Heterotaxy, Cell membrane","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_ACVR1_BMPR2","BMP","BMP6","ACVR1_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (ACVR1+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR2, ACVR1","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1A_ACVR2A","BMP","BMP6","BMPR1A_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1A+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR2A, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Membrane, Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Signal, Reference proteome, Metal-binding, Transmembrane helix, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium, Disease variant, Cell membrane","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1A_ACVR2B","BMP","BMP6","BMPR1A_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1A+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","ACVR2B, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Heterotaxy, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1A_BMPR2","BMP","BMP6","BMPR1A_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1A+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR2, BMPR1A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Cell surface","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Glycoprotein, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Serine/threonine-protein kinase, 3D-structure, Nucleotide-binding, Magnesium","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1B_ACVR2A","BMP","BMP6","BMPR1B_ACVR2A","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1B+ACVR2A)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, ACVR2A","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane, Membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1B_ACVR2B","BMP","BMP6","BMPR1B_ACVR2B","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1B+ACVR2B)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, ACVR2B","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Heterotaxy, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
"BMP6_BMPR1B_BMPR2","BMP","BMP6","BMPR1B_BMPR2","","BMP antagonist","","BMP inhibition receptor","Secreted Signaling","BMP6 - (BMPR1B+BMPR2)","KEGG: hsa04350; PMID:26893264","FALSE","BMP6","TGF-beta","Secreted","Signal, Developmental protein, Reference proteome, Disulfide bond, Differentiation, Secreted, Growth factor, Cleavage on pair of basic residues, Osteogenesis, Chondrogenesis, 3D-structure, Cytokine, Glycoprotein","cytokine;growth factor","FALSE","BMPR1B, BMPR2","Protein kinase superfamily, TKL Ser/Thr protein kinase","Cell membrane","Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Alternative splicing, Transferase, Manganese, Disease variant, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Serine/threonine-protein kinase, Chondrogenesis, 3D-structure, Nucleotide-binding, Dwarfism, Magnesium, Glycoprotein, Phosphoprotein","Receptors","Act.TGFB;Kinase","","","TRUE","CellChatDB v1"
