"","ACTIVIN","Adenosine","ADGRA","ADGRB","ADGRG","ADGRL","AGRN","Androstenedione","ANGPT","ANGPTL","ApoA","APP","BMP","CADM","CD200","CD39","CD45","CD46","CD6","CD99","CDH","CDH5","Cholesterol","CLDN","CNTN","COLLAGEN","DESMOSOME","DHEA","DHT","EDA","EGF","EPHA","EPHB","Estradiol","FGF","FLRT","FN1","GAP","GAS","Glutamate","HGF","HSPG","IGF","IL1","JAM","KIT","LAMININ","LIFR","MPZ","NCAM","ncWNT","NECTIN","NEGR","Netrin","NGL","NOTCH","NPNT","NRG","NRXN","NT","OCLN","PCDH","PDGF","PECAM1","PECAM2","PROS","Prostaglandin","PSAP","PTN","PTPR","PTPRM","RA","RELN","SEMA3","SEMA4","SEMA5","SEMA6","SEMA7","SLIT","TENASCIN","Testosterone","TGFb","THBS","TULP","UNC5","VCAM","VEGF","VISFATIN","VWF"
"ApoA",1.03647750523754e-11,5.3714805341368e-18,1.68750634193447e-05,5.3714805341368e-18,6.82262148069787e-14,5.3714805341368e-18,0.00092407969158293,5.3714805341368e-18,2.03586075040674e-16,2.37131949192953e-10,NA,5.62930628044811e-18,5.3714805341368e-18,1.91646561512573e-11,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0013132695924022,5.3714805341368e-18,5.3714805341368e-18,3.61241987749676e-05,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.5112193311429e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.31267703038568e-08,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.48048758131049e-13,1.55455154331312e-12,5.3714805341368e-18,7.27530381193379e-10,5.3714805341368e-18,2.3666329245219e-11,1.41146672048715e-15,5.3714805341368e-18,5.3887032033284e-18,0.0152977468722127,0.603583978112716,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.15518247943212e-11,4.99486698676202e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.23238059942818e-10,5.3887032033284e-18,5.3714805341368e-18,0.00894165372647881,6.0939749679077e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.16600572047673e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.00168481620176955,5.3714805341368e-18,8.56707990762344e-18,8.56707990762344e-18,5.3714805341368e-18
"APP",5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.1427735290097e-17,5.3714805341368e-18,7.48573832205379e-17,5.3714805341368e-18,5.62930628044811e-18,NA,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,7.41482236838171e-18,5.5112193311429e-18,5.3714805341368e-18,5.3714805341368e-18,8.07803588588195e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.76974431219037e-10,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.80663307796114e-12,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.10520933700647e-08,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,4.24497782947409e-16,5.3714805341368e-18,0.0160359949967841,6.2640920942248e-18,6.2640920942248e-18,5.3714805341368e-18,5.3714805341368e-18,5.62930628044811e-18,5.3714805341368e-18,5.3714805341368e-18,5.311369862294e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.35453141534937e-17,5.3714805341368e-18,5.3887032033284e-18,0.269520099391169,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.44313419611251e-18,5.3714805341368e-18,5.3714805341368e-18,1.37281621630344e-13,5.3714805341368e-18
"BMP",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.12911120433117e-09,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.62930628044811e-18,5.3714805341368e-18,5.3714805341368e-18,9.79592116663579e-09,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,8.07803588588195e-18,8.21124375176653e-05,5.3714805341368e-18,5.3714805341368e-18,5.4191084658662e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.13938416059636e-11,5.3714805341368e-18,1.81304607296925e-10,5.3714805341368e-18,2.07658838880866e-07,5.3714805341368e-18,5.3887032033284e-18,0.185588457298612,5.3714805341368e-18,5.3714805341368e-18,1.71376295852213e-15,2.81742830564128e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.64378363942378e-17,5.3714805341368e-18,5.3714805341368e-18,7.00212777280674e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.92844944668488e-18,0.0385826214287211
"CADM",1.17727125253526e-05,5.3714805341368e-18,1.02420352662956e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.15564182125454e-10,5.3714805341368e-18,5.3714805341368e-18,3.13032316742125e-11,1.91646561512573e-11,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.30656046171755e-12,5.3714805341368e-18,5.3714805341368e-18,2.67742138376699e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,7.30850410351833e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.00255504051335301,5.3714805341368e-18,5.3714805341368e-18,8.22931000030521e-11,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.87224651526228e-11,8.57003330370531e-05,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.48409441565436e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.44313419611251e-18,5.3714805341368e-18,5.3714805341368e-18,1.34523368585354e-11,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.22428085615751e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CD200",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.92844944668488e-18,5.3714805341368e-18,3.58378131061913e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.5112193311429e-18,5.3714805341368e-18,5.3714805341368e-18,2.14093927568844e-14,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.87000289855488e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.35575188481015e-08,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.08471752665007e-16,5.72596235573739e-10,5.3714805341368e-18,2.56914042745561e-17,5.3714805341368e-18,5.3714805341368e-18,0.955246264398791,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.04359327443327e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.192514817020456,1.86772123274976e-09,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.06875505721166e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CD39",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.40663723495393e-08,5.3714805341368e-18,6.96728539852636e-10,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.5112193311429e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.11560626785615e-16,5.3714805341368e-18,1.17727125253526e-05,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.48134022406213e-17,5.3714805341368e-18,5.3714805341368e-18,7.9256377505836e-15,5.62930628044811e-18,5.3714805341368e-18,5.77501384870303e-18,5.3714805341368e-18,5.3887032033284e-18,7.63132622583902e-18,4.55216046606957e-06,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.77736661683575e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.00092407969158293,5.3714805341368e-18,5.77171876330539e-17,2.03904302557629e-07,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,4.68105509888854e-12,5.3714805341368e-18,5.3714805341368e-18,7.41482236838171e-18,5.3714805341368e-18,9.06784962009111e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CD45",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,7.41482236838171e-18,6.12911120433117e-09,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.77501384870303e-18,5.3714805341368e-18,0.468827685196846,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.32931821650265e-17,1.34523368585354e-11,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.37281621630344e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0239922888627904,5.3714805341368e-18,8.2979295513409e-08,5.3887032033284e-18,0.0814467220641999,5.3714805341368e-18,5.3887032033284e-18,2.78155734637937e-16,5.3714805341368e-18,5.3714805341368e-18,4.79304577222664e-07,1.52421796708431e-17,2.22323378797074e-17,5.3714805341368e-18,5.3714805341368e-18,5.45383736746517e-11,5.3714805341368e-18,5.3714805341368e-18,8.81961179043531e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.77501384870303e-18,1.18179711517647e-16
"CD46",1.32301307132511e-10,5.3714805341368e-18,0.591916915186233,5.3714805341368e-18,1.23673601011665e-10,5.3714805341368e-18,0.00550219352421645,5.3714805341368e-18,6.64962293721266e-14,1.61046379383446e-09,0.0013132695924022,5.5112193311429e-18,5.3714805341368e-18,1.30656046171755e-12,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.3714805341368e-18,1.08072345770213e-06,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.1589740021369e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.861908771005e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.22879372028387e-13,1.24710568849177e-08,5.3714805341368e-18,1.82894838017501e-09,5.3714805341368e-18,4.47888939673223e-06,7.76964563666651e-14,5.3714805341368e-18,5.5112193311429e-18,4.37273692131746e-14,4.72052657106605e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.32931821650265e-17,5.61764173703063e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.000229906863771053,5.3714805341368e-18,5.3714805341368e-18,1.68833807566933e-13,7.00212777280674e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.72652135382107e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.155575486277768,5.3714805341368e-18,1.61469715004828e-17,3.43213869451038e-17,5.3714805341368e-18
"CD6",5.3714805341368e-18,0.00390361217788105,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.14093927568844e-14,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.12972837416522e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.99426971758563e-09,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.1148010028483e-07,5.41330270370467e-12,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,7.70472658332622e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.33495356881977e-18,5.3714805341368e-18,5.3714805341368e-18,2.70390437732516e-16,1.57770666767389e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,7.41482236838171e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.63616486096109e-07,0.00489547132678952,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CD99",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.197219483004531,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,0.481507131323822,5.3714805341368e-18,0.000417336392660361,5.3714805341368e-18,0.448146254917548,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.88951708437151e-18,3.24068662580198e-17,2.03266431337512e-09,2.45180135248786e-15,5.3714805341368e-18,5.3714805341368e-18,2.35453141534937e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.72052657106605e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0521731759433309,5.3714805341368e-18,0.218332402073812,5.3714805341368e-18,5.3714805341368e-18,1.92924952012445e-07,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.1473038771733e-07,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.2640920942248e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.13543568298545e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.17596127561008e-17,2.55572210120285e-16,2.35453141534937e-17,0.770743842790677,1.51288940661104e-14,5.3714805341368e-18,1.46058497689321e-07,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0832521942597817,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CDH",1.11259047645649e-11,5.3714805341368e-18,0.0231558049345735,5.3714805341368e-18,1.69421350952886e-07,5.3714805341368e-18,0.000334067975025411,5.3714805341368e-18,6.25801570632609e-11,1.00930719160883e-10,3.61241987749676e-05,8.07803588588195e-18,5.3714805341368e-18,2.67742138376699e-13,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.08072345770213e-06,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.33454196265537e-17,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.92844944668488e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,8.85067086843812e-14,3.2037986398369e-05,5.3714805341368e-18,1.07975268674866e-10,5.3714805341368e-18,0.00464280643184059,2.10557708083847e-11,5.3714805341368e-18,5.77501384870303e-18,1.08663040609087e-11,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.2640920942248e-18,8.82541668605368e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.112191158070888,5.5112193311429e-18,5.3714805341368e-18,4.97623645625387e-11,6.2640920942248e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.26474773074654e-10,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,8.60911471994923e-07,5.3714805341368e-18,3.1474888245483e-17,3.1474888245483e-17,5.3887032033284e-18
"CDH5",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.417998508742704,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.481507131323822,5.3714805341368e-18,NA,5.3714805341368e-18,0.000179979227768653,5.3714805341368e-18,0.22606243869744,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.77501384870303e-18,2.35453141534937e-17,4.86372212803156e-11,1.03949575751416e-15,5.3714805341368e-18,5.3714805341368e-18,1.2108684966806e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.04799295962548e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0288668167928852,5.3714805341368e-18,0.15361583892411,5.3714805341368e-18,5.3714805341368e-18,1.10520933700647e-08,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.55485552317647e-08,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.10980480011119e-17,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.52421796708431e-17,2.15429895823977e-16,1.43965415465178e-17,0.812586355469572,2.97294623599499e-15,5.3714805341368e-18,6.84484890797796e-07,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0373144805243493,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"Cholesterol",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.36530656105062e-09,5.3714805341368e-18,5.62930628044811e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.11560626785615e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,NA,5.3714805341368e-18,5.62930628044811e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.990398379675308,3.48409441565436e-16,6.80769537176024e-18,8.3611820344234e-15,5.3714805341368e-18,5.3714805341368e-18,4.31907948965857e-08,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,4.12674217037247e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.0939749679077e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,6.80769537176024e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,8.60978904174117e-11,5.3714805341368e-18,0.547858218805858,3.7345056238408e-14,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.89279695180274e-15,5.3714805341368e-18,5.3714805341368e-18,2.42421709724101e-10,5.3714805341368e-18,5.3714805341368e-18,3.80111204057056e-15,2.72141023839932e-17,8.22931000030521e-11,5.3714805341368e-18,2.03717374611713e-17,5.3714805341368e-18,5.77501384870303e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3887032033284e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
"CLDN",5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.5112193311429e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,1.90895922126703e-05,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.000417336392660361,5.3714805341368e-18,0.000179979227768653,5.3714805341368e-18,NA,5.3714805341368e-18,0.0125064662918998,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.09720165312598e-17,3.59857190804352e-15,0.00330867437904095,4.86372212803156e-11,5.3714805341368e-18,5.3714805341368e-18,8.32143436566841e-16,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.50286970354179e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.249309769638026,5.3714805341368e-18,0.0269183625961171,5.3714805341368e-18,5.3714805341368e-18,0.0221370708281014,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0246399043709789,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,9.60367766486886e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,2.38691618916741e-15,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,3.02703512083088e-16,1.43481337110153e-14,1.05403243445112e-16,0.000480930068520738,3.53004184372983e-10,5.3714805341368e-18,0.055154235678123,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18,0.0569141460198656,5.3714805341368e-18,5.3714805341368e-18,5.3714805341368e-18
