"","ACTIVIN","Adenosine","ADGRA","ADGRB","ADGRG","ADGRL","AGRN","Androstenedione","ANGPT","ANGPTL","ApoA","APP","BMP","CADM","CD200","CD39","CD45","CD46","CD6","CD99","CDH","CDH5","Cholesterol","CLDN","CNTN","COLLAGEN","DESMOSOME","DHEA","DHT","EDA","EGF","EPHA","EPHB","Estradiol","FGF","FLRT","FN1","GAP","GAS","Glutamate","HGF","HSPG","IGF","IL1","JAM","KIT","LAMININ","LIFR","MPZ","NCAM","ncWNT","NECTIN","NEGR","Netrin","NGL","NOTCH","NPNT","NRG","NRXN","NT","OCLN","PCDH","PDGF","PECAM1","PECAM2","PROS","Prostaglandin","PSAP","PTN","PTPR","PTPRM","RA","RELN","SEMA3","SEMA4","SEMA5","SEMA6","SEMA7","SLIT","TENASCIN","Testosterone","TGFb","THBS","TULP","UNC5","VCAM","VEGF","VISFATIN","VWF"
"ACTIVIN",NA,8.87912089602372,3.27757386411938,10.1227390483523,4.93907838005923,9.84287610959833,2.33529869870826,10.6915901864628,5.34618984324753,0.478244255324929,2.07058904101126,6.83085547559138,7.76249745738258,-0.480190050489528,9.55044388725242,9.99137043632163,7.04064827845252,2.9443684212076,8.72215446427079,10.6059526565535,3.57633082155075,10.658986865137,10.3413576086177,10.5669364180246,9.99752986236073,10.4677476360395,8.42566638466863,6.30473874044847,9.71981274175647,7.46589241351549,8.71976646583958,10.3345789890606,10.4693641405737,10.6163203187128,10.6118490985785,9.25628380453839,9.37438932899795,10.3842443341024,9.85432884268254,4.85987518450103,7.83502767232784,9.58341637616772,10.3910096659886,7.85174099402408,-1.1132770852554,5.01729285440366,10.649670927162,0.329793725950311,10.5956991596265,4.68312237412688,5.35652720976656,10.6242969308205,6.93461711255352,2.38992526455175,1.09079150522941,10.5874847366464,7.35737615222836,9.90412308448321,5.91219770809386,5.97469059288048,7.45792196481821,9.59054885176173,9.83006704611645,7.55261711833669,10.3793868436203,10.0229767797232,7.18065863721715,7.84467239607644,8.20663622995112,10.3589525403929,4.20404952512936,7.17255449778681,10.1140857578975,2.5967972421668,6.50389628652462,10.4333334965668,10.3958150005168,10.4457065741126,10.7312334406931,10.4931109149927,5.4249794246532,10.6029670817623,9.25470799895223,9.11836806087411,3.00788640596744,10.5838238114447,6.42046783614,6.15916007642017,7.57153189897848
"Adenosine",-8.87912089602372,NA,-5.74153353730066,1.35956465581686,-3.88154551811181,1.12903952387491,-6.53691909407289,1.86348375254776,-3.49988864936004,-8.73584079693729,-6.96781437236388,-2.21263449923814,-1.21847366173945,-9.32229428812345,0.797455735983905,1.23485100948478,-1.55638373579204,-5.37612319428378,0.163487707411891,1.83851326938831,-4.76822002449544,1.85175919046332,1.47523850166355,1.80986441756623,1.17301954036683,1.83824964829541,-0.376580584228351,-2.7010403722133,0.955066647362759,-1.4578008321247,-0.211490152010674,1.50047173403128,1.62278285123381,1.75419863533687,1.68053258607781,0.433038868436343,0.599811947226264,1.5502277213741,1.13041613808291,-3.75198488584384,-1.15489421718818,0.811376426540336,1.61789076154311,-0.809938560566047,-9.96404173627191,-4.16602481712327,1.81635673379807,-8.71619415489779,1.79895293487381,-4.48333454485172,-3.55608034432931,1.76259581793373,-1.99824655604707,-5.9605437691759,-7.36584522166075,1.75989038816345,-1.6022856014668,1.0601796806545,-2.67636038998705,-3.09391319369262,-1.38938900718744,0.774797032677695,1.38070455880575,-1.1798392651732,1.49199991816226,1.34156694527353,-1.7206630032603,-0.811340111975116,-0.735352434772343,1.62800459712755,-4.68406423378326,-1.90472041524123,1.38013665219889,-5.80778825624151,-2.271003298214,1.60454921908834,1.66828235502732,1.56373536259794,1.8489966647385,1.66457041466638,-3.51959628990727,1.77115856008364,0.45428711504139,0.310631144515641,-5.37590031013734,1.83671327461226,-2.69024033078891,-2.71667261230454,-1.08317172798044
"ADGRA",-3.27757386411938,5.74153353730066,NA,7.12547264639248,1.91580402657452,6.80235528320932,-0.814594671217364,7.58102808211291,2.2672545964857,-2.97763068535349,-1.33779860843273,3.54431546731551,4.53248549152647,-3.57518243898186,6.59994871957128,6.92742042135618,4.20536620756556,0.480492117031198,5.87702653413907,7.56271077667739,0.929798543975518,7.57775167600939,7.22576582719571,7.54250568753698,6.89888295336693,7.58407156967384,5.34396600257286,3.07068059850513,6.71482417442332,4.2602635812835,5.50331992159548,7.21166855931349,7.36701881954684,7.48659498850536,7.37853026006005,6.17069711112625,6.34879598369,7.28220430946791,6.87159238069832,1.77985749688626,4.65200106564423,6.54305068787823,7.35296547935345,4.92524532254878,-4.34223401117448,1.57813980572192,7.54668840970498,-2.92557240566937,7.52130370358475,1.28393353033825,2.17971691670394,7.5222394578126,3.81346517507542,0.0032468028417405,-1.79303381524634,7.50495470521208,4.07649358586632,6.816580126175,3.22852141063861,2.62289166328879,4.34091079985075,6.52494197822706,7.03900966888037,4.49813140728024,7.19801918844836,7.09903846068431,4.02663431186876,4.85996658707388,4.99279281535141,7.34063847849837,1.02776189853575,3.8726607145147,7.11125354722086,-0.010681710581887,3.48737438697118,7.36111360614792,7.38539623802208,7.35403009899142,7.5969036311305,7.39026995336429,2.17501329998232,7.49566135769149,6.15556914569563,6.03322711251601,0.357046967710805,7.52175375762395,3.09873546750424,2.99480991661976,4.59383431999794
"ADGRB",-10.1227390483523,-1.35956465581686,-7.12547264639248,NA,-5.28073431952834,-0.247943341877872,-7.69862371845683,0.510617503144649,-4.81558751716622,-10.0801947296736,-8.25804619047545,-3.61109485552356,-2.54575489025258,-10.6626038092284,-0.539328662239876,-0.129480976538709,-2.87412818481087,-6.84729125370294,-1.33047358512463,0.504251572209141,-6.03641803632501,0.473494854875558,0.122345390795157,0.43225347673583,-0.201041053967793,0.479463435173427,-1.70638009074472,-4.08430995223553,-0.39994126820571,-2.83499803829893,-1.55295657468447,0.102936528400424,0.293569658894704,0.394892039882806,0.294260896802254,-0.923213014334721,-0.762763445355937,0.204903763084316,-0.202416015075961,-5.15058847091821,-2.50034177539954,-0.541207477270639,0.266486872829679,-2.15102429281821,-11.2184589725047,-5.47209729167969,0.448517733094893,-10.0436101062904,0.465924906641409,-5.86535398967885,-4.79292610752767,0.3910520512499,-3.33311663232768,-7.40037458460197,-8.57117041108322,0.388600883901906,-2.97522677157172,-0.295003224784479,-3.91403929795308,-4.44844752933691,-2.77437008755936,-0.557497530633131,-0.0130977184242075,-2.57266458027274,0.110335608125509,-0.0128547218012342,-3.07743398334505,-2.18530366923804,-2.06840841901928,0.255556034988769,-6.00884788352394,-3.26377244257449,0.0138851640239837,-7.36879513976338,-3.62700494939699,0.241569318093899,0.311575419380827,0.210934209027996,0.490891388944387,0.3138061996893,-4.8941286586042,0.423692845783454,-0.922097987056585,-1.02668977406655,-6.79974139098917,0.46328570035201,-4.04494063920314,-4.07800871652154,-2.51058009172482
"ADGRG",-4.93907838005923,3.88154551811181,-1.91580402657452,5.28073431952834,NA,4.99682350645039,-2.60347366518784,5.77289055752235,0.408138946424308,-4.67381763599787,-3.0504063959001,1.64598854004698,2.71665119353179,-5.44967185055607,4.71346839013541,5.12343188717548,2.43231812898069,-1.5476102576026,3.9592876155594,5.7265960611785,-1.22341472831607,5.74665413368209,5.35904754441679,5.71952832848562,5.07575414838732,5.76881384783343,3.62585445622378,1.31259884748448,4.8943434162519,2.47541714796748,3.68516456054112,5.45672064679865,5.53286786953462,5.68666250597128,5.57465371863673,4.33870379052726,4.45587498614142,5.46277055069977,4.98786298690381,-0.0278976834852651,2.85388715215185,4.72898849431051,5.54725337047799,3.09111512433088,-6.07636477953234,-0.264799000319667,5.71615616047405,-4.81527067669697,5.73344948418351,-0.528255006350837,0.46721976558919,5.62242669273946,2.01918436209388,-2.10822747645459,-3.59224293580585,5.65370527276214,2.29764878080957,4.9249763774167,1.23403960762981,0.748290986797085,2.50382913747417,4.69565466333153,5.23341999901901,2.70588557551805,5.35456421226724,5.27878339874041,2.22899227206054,3.02550935471917,3.20058518024847,5.52986041396192,-0.771145555342209,2.06186526987877,5.32181315456565,-2.01744878133077,1.628431749076,5.55130104547887,5.55212588180754,5.45803198522871,5.75091041260938,5.60084431078019,0.383003626945155,5.63277662381503,4.41048019970281,4.23642060847658,-1.56577573308306,5.7665153995655,1.20545503250427,1.16085619102333,2.7330430322261
"ADGRL",-9.84287610959833,-1.12903952387491,-6.80235528320932,0.247943341877872,-4.99682350645039,NA,-7.49209672666813,0.7182320596805,-4.60078314437628,-9.80469262235709,-7.99438706567699,-3.38921222532574,-2.36136462722156,-10.3287355926776,-0.28172693208504,0.120173470038804,-2.61065675318056,-6.49256947745228,-1.03985292212397,0.747262346159864,-6.03172657904637,0.730550089157525,0.345253911681617,0.669583128074693,0.0314458011274281,0.737550840861688,-1.48813901846324,-3.78537119684089,-0.145555267903024,-2.604605024019,-1.32652822414586,0.331889548632916,0.520640626544834,0.642922693161126,0.553381622859962,-0.692785727914286,-0.503740735822365,0.451975531467167,0.0189911021957456,-4.98211969379265,-2.22834349438164,-0.276417757348468,0.49088879815354,-1.90445345430666,-11.0191872972492,-5.22217656842427,0.701933858757512,-9.86983206968491,0.7000100594213,-5.57774795368505,-4.62080932278638,0.652372190617275,-3.07129705787917,-7.08529300597113,-8.54435407370039,0.61953052685358,-2.69129185534006,-0.0432566420946696,-3.75941433007139,-4.25953759293522,-2.54403295930726,-0.3461517607541,0.227241234137,-2.33610092231205,0.36179672103214,0.232933093885428,-2.84187375895764,-1.9558689528665,-1.81230499403902,0.502816411294185,-5.82053604449418,-3.01036463944016,0.27854799737175,-6.93925663849443,-3.41654749224876,0.479170246806837,0.533692194599793,0.435357600099818,0.731917911535836,0.577093326549857,-4.6803752976684,0.650270226554385,-0.6584321018532,-0.823547988306617,-6.53846225070447,0.697779209831022,-3.82137012472806,-3.80312468126496,-2.24194982212585
"AGRN",-2.33529869870826,6.53691909407289,0.814594671217364,7.69862371845683,2.60347366518784,7.49209672666813,NA,8.20017829931363,2.86459154419111,-1.88062151617384,-0.416632384665817,4.14554430839672,5.3180869402131,-2.84379207373532,7.38511190932494,7.73080728812934,4.94990736289454,1.17083316106086,6.61487563146616,8.17164834544109,1.49838768964956,8.21613387385734,7.81549396707863,8.14508667584855,7.52427106190227,8.20502929713582,6.12477253750026,3.64374526483378,7.35104799855949,5.09396320466112,6.2921753319177,7.91717216670891,8.00342977743804,8.12299068496138,8.07002579545371,6.80213642740983,7.08730288924341,7.9741450175058,7.44439046495652,2.65394619464245,5.24112893181831,7.15017412385799,7.9359310870296,5.64537857044949,-3.51624409962914,2.32346517892423,8.24210234507979,-1.86187914063287,8.20055004738243,2.09500157661904,2.99504319690358,8.18705972135065,4.56772719205286,0.668745181804696,-0.955422088333354,8.13419071946489,4.91640708809144,7.4557786872264,3.80188485149605,3.37444094699675,5.09058111813131,7.21692374470241,7.78046786196956,5.47422080820841,7.9537536897534,7.80850077642182,4.65910678041842,5.75999722751819,5.74626987827946,8.0243271071531,1.83084291968319,4.54862899467352,7.82224724624854,0.694581235166971,4.08800382291616,7.92586613828663,8.0076671126996,7.97436941214792,8.20750087072023,8.04380601545162,3.17969187513837,8.1105716913933,6.87627898127137,6.78320097257405,1.11705379346087,8.1928096371739,3.74090374426434,3.64963336508346,5.40148988357847
"Androstenedione",-10.6915901864628,-1.86348375254776,-7.58102808211291,-0.510617503144649,-5.77289055752235,-0.7182320596805,-8.20017829931363,NA,-5.33471745332563,-10.5605092940627,-8.81342892214702,-4.09855900747976,-3.06810618652042,-11.1524109802575,-1.04447012141688,-0.615831051229959,-3.35607273564544,-7.34289874522965,-1.78318650830425,-0.0236336080404409,-6.69200312955517,-0.00610902571246524,-0.386395280258774,-0.0653482030977469,-0.692041614285074,-0.0140202672986157,-2.24055501496709,-4.53057249823534,-0.901934072907002,-3.3156220643229,-2.08388818011763,-0.387728453577895,-0.230696449631008,-0.0936607985117972,-0.182906353832,-1.43130757196815,-1.27140897234631,-0.303036215510478,-0.699588304212027,-5.73275393499264,-2.96251851173119,-1.04147510134068,-0.244868000996896,-2.64064127327482,-11.730700145462,-5.96970249610369,-0.0360754069529278,-10.6064378319578,-0.0270556630471795,-6.32604504648202,-5.34903148256462,-0.109751341925718,-3.85201866356316,-7.90688680112744,-9.17540881673383,-0.104157142442864,-3.44816321830601,-0.784060859045117,-4.48499453503264,-4.95925351238708,-3.27584320513774,-1.07596158822871,-0.511919887660047,-3.06993009981773,-0.357526913916993,-0.520152371634857,-3.57032669786232,-2.67547667553243,-2.57728150272505,-0.23504686104119,-6.54020238426432,-3.77647887173096,-0.485998149169678,-7.82124221112625,-4.13413758063918,-0.241840084091588,-0.198507296030006,-0.266025653465409,-0.0215577874420499,-0.175450124840734,-5.41698702915027,-0.103600434872468,-1.37425426054023,-1.58096399881346,-7.27127821966769,-0.0411906301762301,-4.56347070971996,-4.54987163723003,-3.03583463646863
"ANGPT",-5.34618984324753,3.49988864936004,-2.2672545964857,4.81558751716622,-0.408138946424308,4.60078314437628,-2.86459154419111,5.33471745332563,NA,-5.23545851341574,-3.47657968748347,1.27200108850892,2.2756001145332,-5.75995413087183,4.3076452861736,4.6824875510726,1.98944667311153,-1.80468245872161,3.61507975963412,5.33385657030294,-1.52169691872107,5.31668152726519,4.93547078089806,5.26223938054525,4.61757710902876,5.29754501353323,3.10084103495121,0.77372473663906,4.43551261041622,2.00624768757567,3.27606720011189,4.92656926596263,5.11275957835523,5.24112471987172,5.1257408747359,3.92003251724216,4.10432135634075,5.06174482676078,4.65882335328575,-0.494797971303376,2.40293519490312,4.31702338285415,5.11525012460868,2.69736285221585,-6.23296038750209,-0.70017572942633,5.30179610456871,-5.30111179907408,5.2963476780274,-0.979497797406477,-0.0401180238214738,5.22191361310073,1.49355364534796,-2.50316085725922,-4.03039898221057,5.21606353998561,1.82937789678499,4.54510438570319,0.761319631656732,0.387328172795717,2.06474739380644,4.26505022300322,4.80646905241064,2.27287506877422,5.00127308902686,4.83315013003122,1.77955169877175,2.66455144778958,2.79420639922435,5.12713422031577,-1.20566591610262,1.57392098438285,4.85090612273776,-2.27678777473555,1.20398634476122,5.10199621175527,5.15192146016975,5.06662225464963,5.32298989594821,5.16662243766139,-0.0495106010056574,5.25211784007737,3.91902140683115,3.77831678304384,-1.88800334516567,5.29508495560344,0.803840356268757,0.773735861732462,2.34068991517844
"ANGPTL",-0.478244255324929,8.73584079693729,2.97763068535349,10.0801947296736,4.67381763599787,9.80469262235709,1.88062151617384,10.5605092940627,5.23545851341574,NA,1.60467189359931,6.6760503899275,7.40765038008364,-1.00666966128267,9.53715435565379,9.89084432860101,7.07465701735868,2.63914406128939,8.76893749695065,10.5937941341429,3.70008011650546,10.5569693772208,10.1790560730443,10.4597315454094,9.85799678177327,10.3831605948851,8.24525598663549,5.94882728902906,9.58958877089093,7.30896035924745,8.47794162303807,10.1509445207453,10.3078234701977,10.5285008166765,10.3500858985647,9.13284397739913,9.42302066476841,10.3084544326658,9.91516634494732,4.71424679261401,7.57066418381467,9.62495207564958,10.3274892873267,7.88711665219685,-1.61679008083349,4.56268188197239,10.5354720746934,-0.12174879032933,10.4460462825404,4.25227748456699,5.20306239350544,10.408404925587,6.62192355914657,1.93398167010364,0.776221530285439,10.4749165845366,7.10591496647064,9.75783242732836,5.82709258150896,5.7455348985172,7.36673888787346,9.59730559785771,9.78399843680763,7.48875938142268,10.336857871653,9.97539192689974,6.95175738569632,7.86700831947251,8.03166502885644,10.3586573699063,3.98748669603376,6.92758043215851,9.98352677864997,2.05779310507068,6.31788076899436,10.34656162746,10.3382249506269,10.2591709702381,10.5789458327684,10.4857292956016,5.17839961393928,10.467561641756,9.14935640489766,9.01377529645958,2.48069673102786,10.4116352938183,6.16331940805874,5.9932763717415,7.44538680480988
