"","ACTIVIN","Adenosine","ADGRA","ADGRB","ADGRG","ADGRL","AGRN","Androstenedione","ANGPT","ANGPTL","ApoA","APP","BMP","CADM","CD200","CD39","CD45","CD46","CD6","CD99","CDH","CDH5","Cholesterol","CLDN","CNTN","COLLAGEN","DESMOSOME","DHEA","DHT","EDA","EGF","EPHA","EPHB","Estradiol","FGF","FLRT","FN1","GAP","GAS","Glutamate","HGF","HSPG","IGF","IL1","JAM","KIT","LAMININ","LIFR","MPZ","NCAM","ncWNT","NECTIN","NEGR","Netrin","NGL","NOTCH","NPNT","NRG","NRXN","NT","OCLN","PCDH","PDGF","PECAM1","PECAM2","PROS","Prostaglandin","PSAP","PTN","PTPR","PTPRM","RA","RELN","SEMA3","SEMA4","SEMA5","SEMA6","SEMA7","SLIT","TENASCIN","Testosterone","TGFb","THBS","TULP","UNC5","VCAM","VEGF","VISFATIN","VWF"
"PSAP",3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.50805798607392e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.23735672047013e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.57328904934781e-16,3.95591160889952e-18,3.95591160889952e-18,4.33123080260219e-18,2.4473398426105e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.19043683699158e-18,8.66435171123333e-10,3.95591160889952e-18,3.95591160889952e-18,0.258691307462481,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.34915185365328e-18,3.95591160889952e-18,8.68871953486191e-14,3.95591160889952e-18,9.45934121085736e-18,3.95591160889952e-18,5.19043683699158e-18,3.78544039735827e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,NA,0.0015880032812377,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,1.79228868542747e-05
"PTN",3.95591160889952e-18,4.20237510796545e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.82071265526613e-17,3.95591160889952e-18,5.85460438279782e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.68515694835085e-14,3.95591160889952e-18,3.95591160889952e-18,5.19043683699158e-18,3.42240488544539e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.33123080260219e-18,1.98989650642259e-17,3.95591160889952e-18,3.95591160889952e-18,0.0506199458773201,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.00418805475167e-17,3.95591160889952e-18,6.03193592002798e-15,3.95591160889952e-18,5.34915185365328e-18,3.95591160889952e-18,7.22464014675288e-18,3.80652510627845e-08,3.95591160889952e-18,3.95591160889952e-18,4.20237510796545e-18,0.0015880032812377,NA,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.13530959327135e-07
"PTPR",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.56972981663118e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.0363722610573e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.67040667151587e-17,3.95591160889952e-18,8.91017949833904e-18,2.50645047432755e-15,2.06508479287517e-15,3.95591160889952e-18,7.02956749043176e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.23754913324531e-09,0.889250895282831,6.75129669869904e-13,0.0437396208427458,3.95591160889952e-18,3.95591160889952e-18,0.0061696563176424,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.779306057610384,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,6.56520707337055e-16,3.95591160889952e-18,7.14419365101563e-16,3.95591160889952e-18,3.95591160889952e-18,2.20621507806548e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,9.10929171359758e-12,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,8.39250746012644e-18,3.95591160889952e-18,2.02003946063435e-12,8.91017949833904e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,NA,3.95591160889952e-18,3.95591160889952e-18,1.16576693677242e-17,3.95591160889952e-18,3.95591160889952e-18,0.387182224269996,0.00967202586434601,0.0185959393977396,1.31328151759545e-17,0.000252119989928233,3.95591160889952e-18,3.37068400179002e-14,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.10618882905887e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"PTPRM",1.61703099974578e-17,3.95591160889952e-18,6.34751871194282e-14,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.38555195252633e-08,3.95591160889952e-18,4.74166029806301e-18,3.19057193919638e-17,2.96246526336765e-10,3.95591160889952e-18,3.95591160889952e-18,5.0363722610573e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.000220337196050246,3.95591160889952e-18,3.95591160889952e-18,0.11024299700122,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0121328052714319,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.44460163315224e-18,2.6487943018047e-15,3.95591160889952e-18,8.12929560995862e-17,3.95591160889952e-18,8.12765503566198e-07,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.19236457753446e-08,1.06597969536977e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.19398086984356e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,NA,3.95591160889952e-18,3.95591160889952e-18,1.31955279274198e-07,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,6.4071449084651e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,9.05794116362306e-05,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"RA",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.0363722610573e-18,3.95591160889952e-18,1.56972981663118e-17,3.95591160889952e-18,4.07730530936212e-18,1.93184612806882e-17,2.17457280454137e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.95246314573701e-11,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.20237510796545e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.14419365101563e-16,3.95591160889952e-18,7.45063911129178e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.6487943018047e-15,5.19043683699158e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.105720401287726,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.19885531354938e-08,3.95591160889952e-18,8.80325171503431e-05,4.07730530936212e-18,3.94514452276276e-16,3.95591160889952e-18,3.95591160889952e-18,1.52141066853366e-15,3.95591160889952e-18,3.95591160889952e-18,2.49196684095513e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,NA,3.95591160889952e-18,3.95591160889952e-18,2.32240994241592e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,1.44971866507516e-16,6.63198319372062e-17
"RELN",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.390968642603049,3.95591160889952e-18,3.09807318224499e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.21008070947023e-12,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.21807197635714e-10,3.95591160889952e-18,1.21934677155421e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.43484955904097e-07,5.19043683699158e-18,3.95591160889952e-18,8.39250746012644e-18,3.95591160889952e-18,3.95591160889952e-18,1.58049673137171e-16,1.62662245352212e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.33123080260219e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.19043683699158e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0871611473137805,3.95591160889952e-18,6.68170812661344e-09,0.0172638393776743,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.16576693677242e-17,3.95591160889952e-18,3.95591160889952e-18,NA,3.95591160889952e-18,3.95591160889952e-18,1.66573808352069e-17,3.95591160889952e-18,1.5356610755813e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"SEMA3",2.12642543372231e-09,3.95591160889952e-18,0.257244475350515,3.95591160889952e-18,8.03407756685263e-14,3.95591160889952e-18,0.0498132293275047,3.95591160889952e-18,6.38268446287644e-16,2.15204164931701e-08,0.00866079994497808,4.07730530936212e-18,3.95591160889952e-18,1.21297756505333e-11,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.49906830671661e-13,3.95591160889952e-18,3.95591160889952e-18,4.51495611058988e-11,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.22464014675288e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.02956749043176e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.50147237145386e-12,2.52066612236704e-12,3.95591160889952e-18,2.8375510360124e-08,3.95591160889952e-18,1.42022065047874e-09,2.80346142353818e-16,3.95591160889952e-18,4.07730530936212e-18,0.000545747429366519,5.38798957685799e-16,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,1.27476142043461e-17,3.48472685656971e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.31955279274198e-07,3.95591160889952e-18,3.95591160889952e-18,NA,4.46398542390809e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.43898067317965e-15,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.61986038766284e-13,3.95591160889952e-18,6.21747363653032e-18,8.14491905601264e-18,3.95591160889952e-18
"SEMA4",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,6.80378409415447e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.74166029806301e-18,0.266010006166207,5.51265575167599e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.01109588958762e-18,5.51265575167599e-18,3.95591160889952e-18,3.95591160889952e-18,4.88682363326271e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.17055757076141e-09,3.95591160889952e-18,5.68109103390228e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.65107486604921e-11,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.60075532902844e-18,3.95591160889952e-18,2.47183536657071e-08,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,5.56757734645411e-17,3.95591160889952e-18,0.0315020829294468,8.39250746012644e-18,5.56757734645411e-17,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,2.04667895830895e-16,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.32240994241592e-13,3.95591160889952e-18,4.46398542390809e-18,NA,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.22464014675288e-18,3.95591160889952e-18,3.72722400737891e-16,1.35294980380649e-17,4.33123080260219e-18
"SEMA5",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.02956749043176e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.46398542390809e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,5.85460438279782e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,9.45934121085736e-18,3.95591160889952e-18,1.23735672047013e-17,3.30219181869792e-15,2.57328904934781e-16,3.95591160889952e-18,1.06597969536977e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.69486270228916e-08,0.0565787391777634,2.14410570498835e-14,0.000492611356781053,3.95591160889952e-18,3.95591160889952e-18,0.0161676768539104,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0943774992074525,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.43029640397951e-16,3.95591160889952e-18,2.92094064174088e-17,3.95591160889952e-18,3.95591160889952e-18,1.6405603505616e-14,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.77308612325635e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.76753591696907e-17,3.95591160889952e-18,6.83556813087192e-11,7.22464014675288e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.387182224269996,3.95591160889952e-18,3.95591160889952e-18,1.66573808352069e-17,3.95591160889952e-18,3.95591160889952e-18,NA,2.43713755934984e-05,0.0999206497184139,3.95591160889952e-18,4.84816792258483e-06,3.95591160889952e-18,3.94514452276276e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.61703099974578e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"SEMA6",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.66573808352069e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,8.64752108146507e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.16740375334389e-16,3.95591160889952e-18,1.82477263648655e-16,2.23981235913202e-17,1.25381291008923e-14,3.95591160889952e-18,7.34815018513992e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.58589429378632e-13,0.00458401993563118,2.42513584784717e-10,0.837900026153397,3.95591160889952e-18,3.95591160889952e-18,7.19885531354938e-08,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.00468365608214886,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.25381291008923e-14,3.95591160889952e-18,2.03252470204956e-14,3.95591160889952e-18,3.95591160889952e-18,2.65103922106039e-10,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.30606051743935e-08,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.74166029806301e-18,3.95591160889952e-18,1.62662245352212e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.00967202586434601,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.43713755934984e-05,NA,3.14559418099818e-07,7.45063911129178e-17,0.101346245405105,3.95591160889952e-18,1.07676473307276e-11,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.23708376717742e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"SEMA7",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.34549849531847e-15,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.67117051473693e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.22464014675288e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.93184612806882e-17,3.95591160889952e-18,1.16576693677242e-17,7.49169819997142e-11,8.86883777200314e-17,3.95591160889952e-18,9.18070868811165e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.01905637830708e-05,0.00119269572695185,4.05876619102935e-16,2.15638942813702e-05,3.95591160889952e-18,3.95591160889952e-18,0.585771064266599,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.00499443875853955,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.30698224878537e-17,3.95591160889952e-18,7.89656448438139e-17,3.95591160889952e-18,3.95591160889952e-18,2.30694650876696e-15,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.04269776917464e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.02956749043176e-17,3.95591160889952e-18,1.71474078722483e-06,4.03553447909989e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0185959393977396,3.95591160889952e-18,3.95591160889952e-18,1.5356610755813e-16,3.95591160889952e-18,3.95591160889952e-18,0.0999206497184139,3.14559418099818e-07,NA,1.93184612806882e-17,2.52112927512594e-08,3.95591160889952e-18,9.46179433966016e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.91890497511127e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"SLIT",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.299896698810111,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.768775651159445,3.95591160889952e-18,0.811133826233544,3.95591160889952e-18,0.000461894276738124,3.95591160889952e-18,0.217710309238399,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.67117051473693e-18,8.91017949833904e-18,9.85177821693811e-11,5.40736476049252e-17,3.95591160889952e-18,3.95591160889952e-18,7.22464014675288e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.1315207851887e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0482321146001766,3.95591160889952e-18,0.0671142791700121,3.95591160889952e-18,3.95591160889952e-18,2.03837140766717e-09,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.51765371432292e-07,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.31328151759545e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,7.45063911129178e-17,1.93184612806882e-17,NA,1.70046903069812e-15,3.95591160889952e-18,1.94860155901401e-08,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.0323259093957463,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
"TENASCIN",3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.1315207851887e-17,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,2.96806408851454e-16,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,1.32319872769224e-14,3.95591160889952e-18,2.57665462843897e-15,1.66573808352069e-17,3.2370736110403e-10,3.95591160889952e-18,5.55802783953876e-15,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,6.1831318497633e-14,0.000150191172843109,3.03299919716377e-07,0.274978994769281,3.95591160889952e-18,3.95591160889952e-18,2.23906526709579e-08,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,8.82872899017332e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,9.55571068815907e-12,3.95591160889952e-18,1.46677016885541e-11,3.95591160889952e-18,3.95591160889952e-18,2.34694257111584e-07,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.36966895948746e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.07730530936212e-18,3.95591160889952e-18,1.70046903069812e-15,4.33123080260219e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,0.000252119989928233,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,4.84816792258483e-06,0.101346245405105,2.52112927512594e-08,1.70046903069812e-15,NA,3.95591160889952e-18,2.21384573034625e-06,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18,6.10425619933203e-13,3.95591160889952e-18,3.95591160889952e-18,3.95591160889952e-18
