"gene","status"
"PCDHGA3","MISSING"
"PCDHGA4","MISSING"
"PCDHGA5","MISSING"
"PCDHGA6","MISSING"
"PCDHGA7","MISSING"
"PCDHGA8","MISSING"
"PCDHGA9","MISSING"
"PCDHGB1","MISSING"
"PCDHGB2","MISSING"
"PCDHGB3","MISSING"
"PCDHGB4","MISSING"
"PCDHGB5","MISSING"
"PCDHGB6","MISSING"
"PCDHGB7","MISSING"
"PCDHGC4","MISSING"
"PCDHGC5","MISSING"
"KLK4","MISSING"
"KLK2","MISSING"
"5-HT-TPH1_SLC18A1","MISSING"
"5-HT-TPH1_SLC18A2","MISSING"
"5-HT-TPH1_SLC6A4","MISSING"
"5-HT-TPH2_SLC18A1","MISSING"
"5-HT-TPH2_SLC18A2","MISSING"
"5-HT-TPH2_SLC6A4","MISSING"
"Ach-CHAT_SLC10A4","MISSING"
"Ach-CHAT_SLC18A3","MISSING"
"Ach-CHAT_SLC5A7","MISSING"
"GABA-GAD1_SLC32A1","MISSING"
"GABA-GAD1_SLC6A1","MISSING"
"GABA-GAD1_SLC6A11","MISSING"
"GABA-GAD1_SLC6A12","MISSING"
"GABA-GAD1_SLC6A13","MISSING"
"GABA-GAD1_SLC6A6","MISSING"
"GABA-GAD1_SLC6A8","MISSING"
"GABA-GAD2_SLC32A1","MISSING"
"GABA-GAD2_SLC6A1","MISSING"
"GABA-GAD2_SLC6A11","MISSING"
"GABA-GAD2_SLC6A12","MISSING"
"GABA-GAD2_SLC6A13","MISSING"
"GABA-GAD2_SLC6A6","MISSING"
"GABA-GAD2_SLC6A8","MISSING"
"Gly-SHMT1_SLC6A5","MISSING"
"Gly-SHMT1_SLC6A9","MISSING"
"Gly-SHMT2_SLC6A5","MISSING"
"Gly-SHMT2_SLC6A9","MISSING"
"ITGAV_ITGB3","MISSING"
"ITGAV_ITGB5","MISSING"
"ITGAV_ITGB1","MISSING"
"COL3A1","MISSING"
"TENM2_FLRT1","MISSING"
"TENM2_FLRT3","MISSING"
"TENM4_FLRT1","MISSING"
"TENM4_FLRT3","MISSING"
"TENM3_FLRT1","MISSING"
"TENM3_FLRT3","MISSING"
"ADO-NT5E_SLC29A1","MISSING"
"ADO-NT5E_SLC29A2","MISSING"
"ADO-NT5E_SLC29A3","MISSING"
"ADO-NT5E_SLC29A4","MISSING"
"ADR-PNMT_SLC18A1","MISSING"
"ADR-PNMT_SLC18A2","MISSING"
"NE-DBH_SLC18A1","MISSING"
"NE-DBH_SLC18A2","MISSING"
"NE-DBH_SLC6A2","MISSING"
"LTC4-LTC4S","MISSING"
"LTD4-GGT1","MISSING"
"LTE4-DPEP1","MISSING"
"LTE4-DPEP2","MISSING"
"LTE4-DPEP3","MISSING"
"DOPA-DDC_SLC18A1","MISSING"
"DOPA-DDC_SLC18A2","MISSING"
"DOPA-DDC_SLC6A3","MISSING"
"LXA4-ALOX12","MISSING"
"LXA4-ALOX5","MISSING"
"MT-RNR2","MISSING"
"Glu-SLC17A6_GLS","MISSING"
"Glu-SLC17A7_GLS","MISSING"
"Glu-SLC17A8_GLS","MISSING"
"Glu-SLC1A1_GLS","MISSING"
"Glu-SLC1A2_GLS","MISSING"
"Glu-SLC1A3_GLS","MISSING"
"Glu-SLC1A6_GLS","MISSING"
"Glu-SLC1A7_GLS","MISSING"
"Glu-SLC17A6_GLS2","MISSING"
"Glu-SLC17A7_GLS2","MISSING"
"Glu-SLC17A8_GLS2","MISSING"
"Glu-SLC1A1_GLS2","MISSING"
"Glu-SLC1A2_GLS2","MISSING"
"Glu-SLC1A3_GLS2","MISSING"
"Glu-SLC1A6_GLS2","MISSING"
"Glu-SLC1A7_GLS2","MISSING"
"Glu-NRXN1_CBLN1","MISSING"
"Hist-HDC","MISSING"
"LTB4-LTA4H","MISSING"
"b-Endorphin-POMC","MISSING"
"PGD2-PTGDS","MISSING"
"PGE2-PTGES","MISSING"
"PGE2-PTGES2","MISSING"
"PGE2-PTGES3","MISSING"
"PGD2-AKR1C3","MISSING"
"PGF2a-CBR1","MISSING"
"PGF2a-PRXL2B","MISSING"
"PGI2-PTGIS","MISSING"
"TXA2-TBXAS1","MISSING"
"12oxoLTB4-PTGR1","MISSING"
"22HC-CYP11A1","MISSING"
"22HC-CYP3A4","MISSING"
"2AG-DAGLA","MISSING"
"2AG-DAGLB","MISSING"
"5alphaP-DHRS9","MISSING"
"ADORA3","MISSING"
"Aldo-CYP11B2","MISSING"
"Androstenedione-CYP17A1","MISSING"
"Androsterone-HSD17B6","MISSING"
"RA-ALDH1A1","MISSING"
"RA-ALDH1A2","MISSING"
"RA-ALDH1A3","MISSING"
"Calcitriol-CYP27B1","MISSING"
"CEACAM5","MISSING"
"CEACAM6","MISSING"
"CEACAM8","MISSING"
"Cholesterol-CEL","MISSING"
"Cholesterol-DHCR24","MISSING"
"Cholesterol-DHCR7","MISSING"
"Cholesterol-LIPA","MISSING"
"Cort-CYP11B1","MISSING"
"DHEA-STS","MISSING"
"Desmosterol-DHCR7","MISSING"
"DOC-CYP21A2","MISSING"
"DHEAS-SULT1E1","MISSING"
"DHEAS-SULT2A1","MISSING"
"DHEAS-SULT2B","MISSING"
"DHT-SRD5A1","MISSING"
"DHT-SRD5A2","MISSING"
"DHT-SRD5A3","MISSING"
"E2-CYP19A1","MISSING"
"E2-HSD17B1","MISSING"
"LAIR1","MISSING"
"Melatonin-ASMT","MISSING"
"MICA","MISSING"
"MICB","MISSING"
"Pregnenolone-CYP11A1","MISSING"
"Progesterone-HSD3B1","MISSING"
"5-HT-DOPA-DDC","MISSING"
"SIRPG","MISSING"
"Testosterone-AKR1D1","MISSING"
"Testosterone-HSD17B12","MISSING"
"Testosterone-HSD17B3","MISSING"
"GPHB5_GPHA2","MISSING"
"CGA_TSHB","MISSING"
"T3-DIO3","MISSING"
"TULP1","MISSING"
"TGFbR1_R2","MISSING"
"ACVR1B_TGFbR2","MISSING"
"ACVR1C_TGFbR2","MISSING"
"ACVR1_TGFbR","MISSING"
"BMPR1A_ACVR2A","MISSING"
"BMPR1A_ACVR2B","MISSING"
"BMPR1A_BMPR2","MISSING"
"BMPR1B_ACVR2A","MISSING"
"BMPR1B_ACVR2B","MISSING"
"BMPR1B_BMPR2","MISSING"
"ACVR1_ACVR2A","MISSING"
"ACVR1_ACVR2B","MISSING"
"ACVR1_BMPR2","MISSING"
"ACVRL1_BMPR2","MISSING"
"ACVRL1_ACVR2A","MISSING"
"ACVR1B_BMPR2","MISSING"
"ACVR1B_ACVR2A","MISSING"
"TGFBR1_ACVR2A","MISSING"
"TGFBR1_ACVR2B","MISSING"
"ACVR1B_ACVR2B","MISSING"
"AMHR2_ACVR1","MISSING"
"AMHR2_BMPR1A","MISSING"
"GFRA1_RET","MISSING"
"GFRA2_RET","MISSING"
"GFRA3_RET","MISSING"
"GFRA4_RET","MISSING"
"ACVR1B_ACVR2A_CFC1","MISSING"
"ACVR1C_ACVR2A_CFC1","MISSING"
"ACVR1B_ACVR2B_CFC1","MISSING"
"ACVR1C_ACVR2B_CFC1","MISSING"
"ACVR1C_ACVR2A","MISSING"
"ACVR1C_ACVR2B","MISSING"
"FZD1_LRP5","MISSING"
"FZD10_LRP5","MISSING"
"FZD2_LRP5","MISSING"
"FZD3_LRP5","MISSING"
"FZD4_LRP5","MISSING"
"FZD5_LRP5","MISSING"
"FZD6_LRP5","MISSING"
"FZD7_LRP5","MISSING"
"FZD8_LRP5","MISSING"
"FZD9_LRP5","MISSING"
"FZD1_LRP6","MISSING"
"FZD10_LRP6","MISSING"
"FZD2_LRP6","MISSING"
"FZD3_LRP6","MISSING"
"FZD4_LRP6","MISSING"
"FZD5_LRP6","MISSING"
"FZD6_LRP6","MISSING"
"FZD7_LRP6","MISSING"
"FZD8_LRP6","MISSING"
"FZD9_LRP6","MISSING"
"EGFR_ERBB2","MISSING"
"ERBB2_ERBB4","MISSING"
"ERBB2_ERBB3","MISSING"
"FLT1_KDR","MISSING"
"FLT4_KDR","MISSING"
"ITGA6_ITGB4","MISSING"
"PTCH1_SMO","MISSING"
"PTCH2_SMO","MISSING"
"CXCR1","MISSING"
"CD74_CXCR4","MISSING"
"CD74_CD44","MISSING"
"CD74_CXCR2","MISSING"
"IL2RA_IL2RB","MISSING"
"IL2RB_IL2RG","MISSING"
"IL4R_IL2RG","MISSING"
"IL7R_IL2RG","MISSING"
"IL9R_IL2RG","MISSING"
"IL15RA_IL2RB","MISSING"
"IL21R_IL2RG","MISSING"
"IL7R_CRLF2","MISSING"
"IL3RA_CSF2RB","MISSING"
"IL5RA_CSF2RB","MISSING"
"CSF2RA_CSF2RB","MISSING"
"IL4R_IL13RA1","MISSING"
"IL4R_IL13RA2","MISSING"
"IL6R_IL6ST","MISSING"
"IL11R complex","MISSING"
"IL12RB1_IL12RB2","MISSING"
"IL23R_IL12RB1","MISSING"
"IL27RA_IL6ST","MISSING"
"IL31RA_OSMR","MISSING"
"CNTFR_LIFR","MISSING"
"LIFR_IL6ST","MISSING"
"OSMR_IL6ST","MISSING"
"IL10RA_IL10RB","MISSING"
"IL20RA_IL20RB","MISSING"
"IL22RA1_IL20RB","MISSING"
"IL22RA1_IL10RB","MISSING"
"IL20RA_IL10RB","MISSING"
"IL1R1_IL1RAP","MISSING"
"IL1RL2_IL1RAP","MISSING"
"IL18R1_IL18RAP","MISSING"
"IL1RL1_IL1RAP","MISSING"
"IL17RA_IL17RC","MISSING"
"IL17RA_IL17RE","MISSING"
"IL17RA_IL17RB","MISSING"
"IFNAR1_IFNAR2","MISSING"
"IFNGR1_IFNGR2","MISSING"
"TNFRSF10A","MISSING"
"ITGA2B_ITGB3","MISSING"
"ITGA5_ITGB1","MISSING"
"ITGAM_ITGB2","MISSING"
"ITGAV_ITGB6","MISSING"
"ITGA8_ITGB1","MISSING"
"ITGA1_ITGB1","MISSING"
"LILRB3","MISSING"
"ITGA6_ITGB1","MISSING"
"NCL","MISSING"
"CR2","MISSING"
"ITGAX_ITGB2","MISSING"
"NPY6R","MISSING"
"NRP1_PLXNA1","MISSING"
"NRP1_PLXNA2","MISSING"
"NRP1_PLXNA3","MISSING"
"NRP1_PLXNA4","MISSING"
"NRP2_PLXNA1","MISSING"
"NRP2_PLXNA2","MISSING"
"NRP2_PLXNA3","MISSING"
"NRP2_PLXNA4","MISSING"
"NRP1_NRP2","MISSING"
"FPR2","MISSING"
"FPR1","MISSING"
"GPR1","MISSING"
"CHRNA7","MISSING"
"ITGA2_ITGB1","MISSING"
"ITGA3_ITGB1","MISSING"
"ITGA7_ITGB1","MISSING"
"ITGA10_ITGB1","MISSING"
"ITGA11_ITGB1","MISSING"
"ITGAV_ITGB8","MISSING"
"GP complex","MISSING"
"FPR2_LXA4","MISSING"
"ITGAE_ITGB7","MISSING"
"CNTN1_CNTNAP1","MISSING"
"CNTN2_CNTNAP2","MISSING"
"ITGAL_ITGB2","MISSING"
"CD8 receptor","MISSING"
"CD8B2","MISSING"
"KIR2DL1","MISSING"
"KIR2DL2","MISSING"
"KIR2DL3","MISSING"
"KIR2DS1","MISSING"
"KIR2DS4","MISSING"
"LILRB1","MISSING"
"LILRB2","MISSING"
"KIR3DL1","MISSING"
"KIR3DL2","MISSING"
"KIR3DL3","MISSING"
"KLRC1","MISSING"
"KLRC2","MISSING"
"KIR3DS1","MISSING"
"CD94:NKG2A","MISSING"
"CD94:NKG2C","MISSING"
"CD94:NKG2E","MISSING"
"GLYCAM1","MISSING"
"PLXNA1_KDR","MISSING"
"PLXNA1_TREM2","MISSING"
"ITGB1_ITGA1","MISSING"
"CALCR_RAMP1","MISSING"
"CALCR_RAMP2","MISSING"
"CALCR_RAMP3","MISSING"
"CALCRL_RAMP1","MISSING"
"CALCRL_RAMP2","MISSING"
"CALCRL_RAMP3","MISSING"
"PROCR_HSP90AA1","MISSING"
"PROCR_F2R","MISSING"
"HTR3_complex","MISSING"
"CHRN_A1_2B1DE","MISSING"
"CHRN_A1_2B1DG","MISSING"
"CHRN_A3B4","MISSING"
"CHRN_A4B2","MISSING"
"GABR_A1B3G2","MISSING"
"GABR_A1B2G2","MISSING"
"GABR_A1B2","MISSING"
"GABR_A1B3","MISSING"
"GABR_A1B2D","MISSING"
"GABR_A2B3G2","MISSING"
"GABR_A3B3G2","MISSING"
"GABR_A3B3Q","MISSING"
"GABR_A3B3E","MISSING"
"GABR_A4B3G2","MISSING"
"GABR_A4B3D","MISSING"
"GABR_A4B2D","MISSING"
"GABR_A5B3G2","MISSING"
"GABR_A6B3G2","MISSING"
"GABR_A6B3D","MISSING"
"GLRA1_GLRB","MISSING"
"ADGRE2","MISSING"
"FPR3","MISSING"
"LTB4R2","MISSING"
"GRIK1_GRIK4","MISSING"
"GRIK2_GRIK4","MISSING"
"GRIK3_GRIK4","MISSING"
"GRIK1_GRIK5","MISSING"
"GRIK2_GRIK5","MISSING"
"GRIK3_GRIK5","MISSING"
"GRIN1_GRIN2A","MISSING"
"GRIN1_GRIN2B","MISSING"
"GRIN1_GRIN2C","MISSING"
"GRIN1_GRIN2D","MISSING"
"TREM2_TYROBP","MISSING"
"CUBN_AMN","MISSING"
"RARA_CRABP2","MISSING"
"RARA_RXRA_CRABP2","MISSING"
"RARB_CRABP2","MISSING"
"RARB_RXRB_CRABP2","MISSING"
"RARG_CRABP2","MISSING"
"RARG_RXRG_CRABP2","MISSING"
"RXRA_CRABP2","MISSING"
"RXRB_CRABP2","MISSING"
"RXRG_CRABP2","MISSING"
"PILRB","MISSING"
"LILRB4","MISSING"
"BCR_CD45_CD22","MISSING"
"NKG2D_HCST","MISSING"
"AMHR2_BMPR1B","MISSING"
"MMP14_ITGAV_ITGB3","MISSING"
"CATSPER1_CATSPERB","MISSING"
"CATSPER1_CATSPERD","MISSING"
"CATSPER2_CATSPERB","MISSING"
"CATSPER2_CATSPERD","MISSING"
"CATSPER3_CATSPERB","MISSING"
"CATSPER3_CATSPERD","MISSING"
"CATSPER4_CATSPERB","MISSING"
"CATSPER4_CATSPERD","MISSING"
"HTR3C","MISSING"
"HTR3D","MISSING"
"HTR3E","MISSING"
"ITGAD_ITGB2","MISSING"
"TGFb agonist","MISSING"
"NODAL agonist","MISSING"
"WNT agonist","MISSING"
"INSULIN agonist","MISSING"
"TGFb antagonist","MISSING"
"BMP antagonist","MISSING"
"NODAL antagonist","MISSING"
"ACTIVIN antagonist","MISSING"
"WNT antagonist","MISSING"
"PDGF antagonist","MISSING"
"IGF antagonist","MISSING"
"IL antagonist","MISSING"
"IL36 antagonist","MISSING"
"GHRL antagonist","MISSING"
"POMC antagonist","MISSING"
"BMP10 activation receptor","MISSING"
"WNT activation receptor","MISSING"
"ncWNT activation receptor","MISSING"
"FGF activation receptor 2","MISSING"
"FGF activation receptor 3","MISSING"
"VEGF activation receptor","MISSING"
"HH activation receptor","MISSING"
"NGFR activation receptor","MISSING"
"TGFb inhibition receptor","MISSING"
"BMP inhibition receptor","MISSING"
"ACTIVIN inhibition receptor","MISSING"
"WNT inhibition receptor","MISSING"
"FGF inhibition receptor","MISSING"
"INSULIN inhibition receptor","MISSING"
"HH inhibition receptor","MISSING"
"ANGPT inhibition receptor 1","MISSING"
"ANGPT inhibition receptor 2","MISSING"
